X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,Class Label
50.93,71.06,46.23,12.57398505,8.066994484,7.894118063,0.270215993,-1.624344996,-0.372243574,4.637849459,8.01368325,5.149021761,4.957244036,4.333857072,4.230399356,79,58,55,55107.16,990172.2587,-0.055482924,0.003078359,-204.8051418,55094.77,989949.6331,-0.055482924,0.003078359,-204.9214719,55082.06,989721.2592,-0.055482924,0.003078359,-204.620861,0
44.04,63.8,42.08,7.675832202,5.765414122,8.117487296,0.396795171,-0.194362024,-0.457916133,2.722089839,2.049477146,2.612749029,4.546698622,4.252918372,4.660338192,36,23,36,55111.84,990256.3496,-0.055482924,0.003078359,-204.7975757,55083.47,989746.594,-0.055482924,0.003078359,-204.8442891,55081.72,989715.1499,-0.055482924,0.003078359,-204.6361614,0
38.32,62.23,34.48,4.365501117,5.495188805,7.323223334,-0.156594866,-1.040131609,-0.396436834,4.00183907,4.828931518,3.013534137,3.813250493,4.125542069,4.303994063,28,32,40,55097.29,989994.914,-0.055482924,0.003078359,-204.6580495,55105.09,990135.0638,-0.055482924,0.003078359,-205.0106919,55078.83,989663.2221,-0.055482924,0.003078359,-204.5857218,0
42.4,61.57,57.21,5.234500931,3.207039133,2.627907913,4.099526753,2.094220259,0.01267473,24.81462591,11.92474189,2.325102322,3.132702629,3.025624388,3.230891814,43,23,13,55132.78,990632.6007,-0.055482924,0.003078359,-205.1185623,55087.91,989826.3723,-0.055482924,0.003078359,-204.8132379,55090.99,989881.7143,-0.055482924,0.003078359,-204.6868494,0
34.95,55.22,47.58,9.09326674,8.805203007,11.19390906,-1.617831564,-1.288831644,-1.226463609,4.980677388,4.203832008,3.596037169,4.242185969,4.293323018,4.461147057,45,43,48,55124.41,990482.2079,-0.055482924,0.003078359,-205.0047418,55079.79,989680.4714,-0.055482924,0.003078359,-204.7935116,55085.51,989783.2491,-0.055482924,0.003078359,-204.6876752,0
41.74,58.17,41.2,10.62320102,8.319921875,7.314369419,-0.599921014,-1.245876089,-0.583074504,5.215580061,4.495503577,2.843746274,4.796014506,4.335289834,4.352761877,65,39,34,55104.88,990131.2921,-0.055482924,0.003078359,-204.7217167,55097.05,989990.6004,-0.055482924,0.003078359,-204.9398324,55080.76,989697.9003,-0.055482924,0.003078359,-204.6590652,0
37.24,58.67,38.33,8.294721213,5.651645778,8.263237864,0.238144779,-0.409774312,-0.25519029,2.657198339,4.120275143,2.82904962,4.771530696,4.287466976,4.516041945,42,34,42,55115.92,990329.6589,-0.055482924,0.003078359,-204.9226828,55081.37,989708.861,-0.055482924,0.003078359,-204.8035024,55084.74,989769.4138,-0.055482924,0.003078359,-204.6252405,0
32.56,54.59,32.64,11.04565073,8.433380105,9.584904799,-0.361777875,-1.2171783,0.011273038,3.552852053,4.002793265,2.949684427,5.016432946,4.538877785,4.802983166,58,37,47,55099.66,990037.4982,-0.055482924,0.003078359,-204.670898,55089.61,989856.9179,-0.055482924,0.003078359,-204.8796369,55079.45,989674.3627,-0.055482924,0.003078359,-204.5643276,0
25.86,45.7,34.85,7.647247871,6.019136151,7.026200965,-0.067876854,-0.012133534,0.307002572,2.054745966,2.639873853,2.482152501,4.455170426,4.331630538,3.813405114,32,28,33,55109.11,990207.2963,-0.055482924,0.003078359,-204.8387906,55075.31,989599.9743,-0.055482924,0.003078359,-204.7618381,55080.03,989684.7839,-0.055482924,0.003078359,-204.6108557,0
27.09,47.54,35.94,12.04831523,8.162622128,9.303569208,1.244465346,1.12466767,0.680829037,4.200257457,4.294271371,3.303923989,4.70107688,4.235566818,3.831665031,58,44,48,55090.69,989876.3246,-0.055482924,0.003078359,-204.5543811,55103.15,990100.2056,-0.055482924,0.003078359,-204.9778443,55088.01,989828.1693,-0.055482924,0.003078359,-204.6570302,0
22.93,46.12,33.46,7.813136374,5.024499975,7.426196873,1.554678813,0.848346887,0.229372491,7.922212364,6.489132495,3.45956462,4.032713015,3.964136395,3.863619336,52,35,36,55116.01,990331.276,-0.055482924,0.003078359,-204.9154466,55085.55,989783.9675,-0.055482924,0.003078359,-204.8201654,55073.06,989559.5469,-0.055482924,0.003078359,-204.4720284,0
17.51,42.69,32.65,6.240985499,4.051407163,6.163400036,1.240566244,-0.092260709,-0.121812608,5.641155069,3.264499355,3.324046484,3.953829057,3.650274566,3.591755447,36,22,31,55114.42,990302.707,-0.055482924,0.003078359,-204.8408224,55091.05,989882.792,-0.055482924,0.003078359,-204.8671409,55080.92,989700.7757,-0.055482924,0.003078359,-204.5934843,0
17.87,43.47,29.3,8.354226475,5.581137877,6.766830868,0.647423476,0.653365683,-0.189244458,2.726836134,3.5285716,2.937473209,4.454275512,4.123242557,3.817545459,38,30,29,55115.05,990314.0266,-0.055482924,0.003078359,-204.9355941,55101.41,990068.9412,-0.055482924,0.003078359,-204.9317423,55074.92,989592.9673,-0.055482924,0.003078359,-204.5139633,0
18.6,41.54,30.07,6.023288139,3.824709139,5.826242357,0.559020953,0.404732383,-0.433118163,2.726862833,2.082007287,3.920172484,3.981851826,3.432189184,3.354030885,26,13,27,55098.34,990013.7802,-0.055482924,0.003078359,-204.6987024,55093.17,989920.8843,-0.055482924,0.003078359,-204.8802859,55099.81,990040.1924,-0.055482924,0.003078359,-204.817952,0
26.43,47.23,33.12,14.07924359,9.180255988,9.39604172,1.163018109,1.018122706,0.690405256,3.177570806,3.087905297,3.278074214,4.609677739,4.488739243,4.320352208,54,40,44,55097.05,989990.6018,-0.055482924,0.003078359,-204.6167717,55093.03,989918.3688,-0.055482924,0.003078359,-204.9169971,55083.43,989745.8754,-0.055482924,0.003078359,-204.6586608,0
14.89,42.14,26.75,5.551387214,3.600055555,7.806887984,1.435341449,0.275919265,-0.126739056,7.922606066,3.883779322,2.401241694,3.474224171,3.34233385,4.258845463,35,22,31,55108.45,990195.4373,-0.055482924,0.003078359,-204.8470139,55098.17,990010.7246,-0.055482924,0.003078359,-204.9461058,55076.08,989613.8103,-0.055482924,0.003078359,-204.5142761,0
21.32,45.73,29.43,8.242426827,5.049465318,7.291440187,0.927561263,0.317385407,-0.292409236,4.113282531,2.757510742,3.066072981,4.456475682,4.010533117,3.775891614,39,22,33,55109.77,990219.1554,-0.055482924,0.003078359,-204.8192484,55083.05,989739.0472,-0.055482924,0.003078359,-204.7974055,55084.86,989771.5699,-0.055482924,0.003078359,-204.6247668,0
14.76,41.92,24.49,5.701087616,4.623159093,7.543865057,0.663552018,0.518655277,-0.061923889,3.140422464,3.740551902,2.35505865,3.803256204,3.763124094,3.815274167,26,25,30,55105.54,990143.1506,-0.055482924,0.003078359,-204.7482797,55085.51,989783.2488,-0.055482924,0.003078359,-204.8415679,55085.09,989775.7024,-0.055482924,0.003078359,-204.6383032,0
24.56,44.65,30.65,9.580521906,6.36769189,8.720521773,0.884986573,0.71770743,0.159841561,3.462438618,4.283854043,2.731374172,4.66191541,4.166790221,4.423952572,46,35,38,55101.46,990069.8406,-0.055482924,0.003078359,-204.7076964,55090.83,989878.8389,-0.055482924,0.003078359,-204.8546448,55085.14,989776.601,-0.055482924,0.003078359,-204.6183004,0
28.09,49.07,32.71,13.77395731,9.609635789,11.0628161,1.057837808,0.884578228,0.250034672,3.179508489,3.235365728,2.350457789,4.768319153,4.682404602,4.632803333,60,46,45,55111,990241.2564,-0.055482924,0.003078359,-204.8171379,55080.93,989700.955,-0.055482924,0.003078359,-204.8265147,55081.28,989707.244,-0.055482924,0.003078359,-204.6245606,0
17.97,42.8,27.28,7.158847673,4.686149806,6.883429378,0.232286847,0.503401782,-0.177718436,2.20932254,2.219076865,3.166999012,4.414538903,3.738948537,3.977314583,27,17,35,55092.52,989909.206,-0.055482924,0.003078359,-204.5822374,55102.81,990094.0966,-0.055482924,0.003078359,-204.9539831,55087.47,989818.4666,-0.055482924,0.003078359,-204.6436507,0
12.85,40.57,23.68,5.898092912,3.720900429,7.028342621,0.863670053,0.243218137,-0.069374127,3.428342515,2.756512743,2.117381117,4.13494675,3.559759627,3.779535197,28,19,30,55107.76,990183.0396,-0.055482924,0.003078359,-204.7761803,55094.89,989951.7894,-0.055482924,0.003078359,-204.8897053,55085.36,989780.5537,-0.055482924,0.003078359,-204.6535851,0
12.86,39.76,23.85,5.538989077,5.217508984,7.49849985,0.632514519,-0.440221584,-0.060158757,2.952346418,3.342194582,2.002371224,3.942543879,4.027160374,3.998184182,27,27,28,55106.92,990167.9461,-0.055482924,0.003078359,-204.8242677,55096.99,989989.5223,-0.055482924,0.003078359,-204.9018277,55080.98,989701.8539,-0.055482924,0.003078359,-204.5553573,0
62.39,67.02,54.41,26.3244734,22.63845401,21.16369297,2.433335672,3.42810111,3.374559562,10.9652203,19.22032736,19.39489307,5.18430372,5.036432946,5.187208661,178,178,159,55089.37,989852.6066,-0.055482924,0.003078359,-204.56238,55101.25,990066.0663,-0.055482924,0.003078359,-204.9595226,55085.68,989786.3037,-0.055482924,0.003078359,-204.6298671,0
45.19,63.96,44.94,19.76344859,13.67766062,13.20289362,2.130861062,1.285694881,1.765131822,9.767013414,6.758590822,9.303191145,5.235916315,4.994220058,4.634220058,126,82,95,55082.14,989722.6977,-0.055482924,0.003078359,-204.428224,55094.25,989940.2897,-0.055482924,0.003078359,-204.9341651,55095.68,989965.9844,-0.055482924,0.003078359,-204.7397032,0
20.85,44.26,28.14,11.18782821,8.725388244,9.149885245,0.712034114,1.545721379,0.204057631,2.978288111,5.521845934,2.981572786,4.908884071,4.257834268,3.986511428,49,45,40,55114.99,990312.9487,-0.055482924,0.003078359,-204.8777358,55075.23,989598.5369,-0.055482924,0.003078359,-204.7790103,55076.06,989613.4508,-0.055482924,0.003078359,-204.5565602,0
9.55,38.61,23.45,5.208406666,3.999737491,7.108269832,0.930159688,-0.1683634,-0.397572146,3.430583758,2.85575372,2.106191303,3.815289464,3.52026744,3.798299221,23,20,33,55096.09,989973.3522,-0.055482924,0.003078359,-204.6287867,55092.31,989905.4316,-0.055482924,0.003078359,-204.8893633,55090.74,989877.2222,-0.055482924,0.003078359,-204.6756762,0
10,36.62,22.06,5.310367219,3.727680244,6.867051769,1.28732524,-0.602801746,0.271354929,4.572808151,3.931473963,2.606099867,3.634113771,3.548291285,3.790066965,26,21,31,55106.98,990169.0243,-0.055482924,0.003078359,-204.8241161,55095.67,989965.8044,-0.055482924,0.003078359,-204.894162,55092.4,989907.0489,-0.055482924,0.003078359,-204.7439797,0
22.77,26.37,36.5,18.4460592,20.90581498,19.73296734,5.214333998,4.872967926,5.479489253,33.7844105,30.15120678,36.20795413,3.668263845,4.592627541,3.60418329,144,155,158,55109.23,990209.4525,-0.055482924,0.003078359,-204.8602305,55090.49,989872.7297,-0.055482924,0.003078359,-204.8819724,55074.09,989578.0539,-0.055482924,0.003078359,-204.4929661,0
33.75,42.24,37.12,19.79715889,23.86927732,11.17969588,0.912476442,0.369070255,0.689574724,3.153452404,1.650838254,3.11528413,4.741984511,5.369275071,4.428891238,88,78,58,55098.22,990011.624,-0.055482924,0.003078359,-204.7130914,55112.77,990273.0585,-0.055482924,0.003078359,-205.0617814,55065,989414.7241,-0.055482924,0.003078359,-204.3913664,0
33.38,49.51,34.91,15.99611203,13.06406904,11.03638981,-0.351030508,-0.369766578,-0.365662315,1.817540583,1.948333203,2.167016641,5.220818565,5.05085394,4.514059933,57,51,40,55107.64,990180.8828,-0.055482924,0.003078359,-204.8621878,55077.51,989639.5041,-0.055482924,0.003078359,-204.7714357,55081.93,989718.9238,-0.055482924,0.003078359,-204.5635928,0
21.62,40.79,25.31,11.47151254,8.653663964,10.11701043,1.45667263,2.960843473,2.290406198,8.283116359,21.20106536,15.05998283,4.943563381,4.436594721,4.164562035,78,72,77,55088.08,989829.4279,-0.055482924,0.003078359,-204.5435099,55099.59,990036.2393,-0.055482924,0.003078359,-204.9332171,55087.6,989820.8025,-0.055482924,0.003078359,-204.6346963,0
23.31,42.36,28.72,20.79600683,21.44179097,21.19767912,2.920203179,4.804047261,4.448551504,15.44317303,29.60024431,28.2462476,5.10272485,4.71701316,4.641276687,134,160,167,55079.44,989674.1841,-0.055482924,0.003078359,-204.2868515,55101.75,990075.0503,-0.055482924,0.003078359,-204.9787766,55094.9,989951.9689,-0.055482924,0.003078359,-204.7807065,0
65.86,75.07,52.38,44.2944737,35.83050516,26.04909979,1.066525933,0.841192624,1.163423173,2.805101119,2.893197509,3.679314997,5.875916315,5.81856294,5.332662035,161,143,123,55099.45,990033.7243,-0.055482924,0.003078359,-204.7522666,55088.07,989829.2469,-0.055482924,0.003078359,-204.8253097,55078.83,989663.223,-0.055482924,0.003078359,-204.5121097,0
36.53,40.2,37.98,31.62102307,27.84420945,16.30826784,2.618502246,2.780327995,2.439314558,9.092658258,10.53106636,10.25359396,4.283144941,4.429142386,4.385400566,151,149,104,55103.17,990100.5657,-0.055482924,0.003078359,-204.7626681,55083.45,989746.2345,-0.055482924,0.003078359,-204.8048312,55092.43,989907.5884,-0.055482924,0.003078359,-204.700356,0
27.27,33.72,32.33,8.065798163,11.66711618,7.683820664,0.391498771,1.152415132,-0.326050839,2.330993924,4.130736634,3.23801821,4.18836189,4.618442498,3.946497412,31,58,39,55106.77,990165.2508,-0.055482924,0.003078359,-204.8621653,55108.13,990189.6868,-0.055482924,0.003078359,-205.0048547,55060.78,989338.8987,-0.055482924,0.003078359,-204.3859545,0
25.52,32.28,30.2,10.69811198,12.30616106,6.985699679,1.081398076,0.76288781,-0.18776062,4.085996201,2.674443343,3.78920853,4.385469667,4.730532041,3.524761854,56,47,36,55124.5,990483.8251,-0.055482924,0.003078359,-205.038467,55093.17,989920.8843,-0.055482924,0.003078359,-204.883888,55070.87,989520.1963,-0.055482924,0.003078359,-204.5531416,0
21.6,28.16,28.57,10.14692072,11.07223555,9.247978157,1.70407777,1.636938468,-0.00592099,8.51215127,7.712150088,2.907334069,4.378151092,4.342346093,4.113178508,65,67,43,55120.24,990407.2812,-0.055482924,0.003078359,-204.9739685,55091.43,989889.6198,-0.055482924,0.003078359,-204.8957079,55060.34,989330.9927,-0.055482924,0.003078359,-204.3841868,0
29.06,47.45,31.09,18.35364814,10.56160499,11.5456442,0.642632827,0.604683191,0.005326483,2.352218411,2.249896849,2.23546141,5.28595169,4.917244036,4.819918101,71,42,47,55095.91,989970.118,-0.055482924,0.003078359,-204.6554149,55096.37,989978.3821,-0.055482924,0.003078359,-204.9240108,55080.62,989695.3852,-0.055482924,0.003078359,-204.5968665,0
47.83,57.49,40.17,41.59039673,32.08441834,28.09663859,1.48835216,2.053530431,1.835024108,4.786818242,7.889388545,7.847628191,5.70346519,5.21533775,5.196825597,183,177,169,55115.89,990329.12,-0.055482924,0.003078359,-204.9347569,55086.79,989806.2478,-0.055482924,0.003078359,-204.8480684,55067.31,989456.2303,-0.055482924,0.003078359,-204.4529104,0
36.77,43.25,34.04,28.07449198,21.17421781,16.69126718,1.328014297,1.097312383,0.859886076,3.830896594,3.369634415,2.90453933,5.367976439,5.359659786,4.793700372,121,89,68,55100.17,990046.6614,-0.055482924,0.003078359,-204.7102123,55085.57,989784.3268,-0.055482924,0.003078359,-204.8141707,55088.8,989842.3641,-0.055482924,0.003078359,-204.6775121,0
25.3,33.35,28.89,16.31533021,15.81478738,8.271511349,1.382171941,0.682190508,0.494539002,4.785101871,2.40908419,4.655535792,4.926293829,4.725395683,3.658928265,78,70,49,55109.11,990207.2966,-0.055482924,0.003078359,-204.7873683,55088.55,989837.8717,-0.055482924,0.003078359,-204.8322364,55086.47,989800.498,-0.055482924,0.003078359,-204.7095016,0
16.4,28.08,23.97,8.713208364,13.29186217,6.97489068,0.963454965,0.437153932,-0.541348528,3.08859722,1.915964375,2.221163096,4.185409033,4.837824251,3.700756631,34,47,31,55088.05,989828.889,-0.055482924,0.003078359,-204.4967672,55098.07,990008.9279,-0.055482924,0.003078359,-204.9254677,55095.05,989954.6645,-0.055482924,0.003078359,-204.7500232,0
29.78,43.63,27.24,11.94284723,7.749393525,10.00511869,-0.370249116,-0.455160578,-0.09150696,2.136215703,2.685042431,2.145901236,4.947885416,4.52681766,4.397605618,49,40,38,55099.99,990043.4279,-0.055482924,0.003078359,-204.6728499,55095.93,989970.4761,-0.055482924,0.003078359,-204.9627648,55077.63,989641.6609,-0.055482924,0.003078359,-204.5342898,0
25.64,44.02,27.6,11.47041412,10.49378864,10.17939094,-0.058719355,0.100221219,0.113584856,1.945170828,2.443459785,2.180287264,5.010532041,5.128625755,4.377111352,48,50,38,55086.58,989802.4756,-0.055482924,0.003078359,-204.5192935,55095.83,989968.6792,-0.055482924,0.003078359,-204.9098317,55083.45,989746.2353,-0.055482924,0.003078359,-204.5627281,0
29.46,48.06,29.94,18.35996732,14.35118114,12.87774825,0.719465113,0.472436076,0.305914472,2.719470543,2.069126743,2.290193915,5.414177321,5.343305065,4.780120962,75,55,54,55082.89,989736.1743,-0.055482924,0.003078359,-204.345148,55086.35,989798.3419,-0.055482924,0.003078359,-204.8392157,55085.48,989782.7099,-0.055482924,0.003078359,-204.6615522,0
25.71,44.13,26.32,16.14700901,12.56873502,12.91036793,0.468620526,0.078487315,0.229250341,2.098129038,1.891503464,2.179976122,5.243305065,4.881887971,4.937593375,61,50,49,55106.11,990153.3915,-0.055482924,0.003078359,-204.8644502,55073.75,989571.9441,-0.055482924,0.003078359,-204.7197414,55093.04,989918.5489,-0.055482924,0.003078359,-204.7118727,0
15.69,35.51,20.87,14.68584012,9.68142035,10.16922318,1.601772029,1.218606567,1.068629024,5.290330586,5.124094082,3.864166904,4.732470842,4.419037909,3.915205066,71,52,51,55096.87,989987.3671,-0.055482924,0.003078359,-204.6656178,55087.39,989817.0287,-0.055482924,0.003078359,-204.8507603,55080.24,989688.5573,-0.055482924,0.003078359,-204.5916567,0
28.21,48.61,29.35,9.0678498,5.679603859,7.55959655,-0.284627318,0.142627378,-0.203600222,2.246986476,2.804411823,2.811516034,4.83617463,4.003187678,3.915623506,39,28,31,55102.57,990089.7851,-0.055482924,0.003078359,-204.7689134,55100.89,990059.5978,-0.055482924,0.003078359,-204.9629353,55076.88,989628.1848,-0.055482924,0.003078359,-204.5156541,0
38.78,62.93,37.9,11.55558739,9.258785017,10.46661359,0.8755735,0.725242733,-0.24975547,3.848006078,4.806365868,2.715654308,5.017662476,4.804820351,4.853948096,54,55,48,55081.18,989705.4485,-0.055482924,0.003078359,-204.4112242,55100.15,990046.3014,-0.055482924,0.003078359,-204.9610569,55090.84,989879.0191,-0.055482924,0.003078359,-204.672006,0
29.99,56.21,33.82,16.45994836,13.33813705,12.8781831,1.153574824,0.100769804,-0.054562976,4.397121842,1.940256089,2.411569662,5.28472216,5.122983166,4.714044636,82,57,55,55098.55,990017.5536,-0.055482924,0.003078359,-204.634971,55079.97,989683.7056,-0.055482924,0.003078359,-204.7780342,55088.73,989841.1061,-0.055482924,0.003078359,-204.7094436,0
26.64,48.41,28.52,10.5408918,9.572977593,9.6389626,0.32560195,0.043362766,0.126871912,3.41046132,2.346602222,2.559664489,4.979659786,4.97701316,4.49085394,58,39,42,55103.17,990100.566,-0.055482924,0.003078359,-204.7110067,55097.29,989994.9126,-0.055482924,0.003078359,-204.9214219,55084.38,989762.9452,-0.055482924,0.003078359,-204.6229913,0
37.29,52.73,36.64,24.32089431,17.82462061,16.84429874,0.740491496,1.084149397,0.567051602,2.806592338,3.616182955,2.794755613,5.42430372,5.32597913,5.168625755,97,80,72,55092.76,989913.5188,-0.055482924,0.003078359,-204.547485,55096.15,989974.4291,-0.055482924,0.003078359,-204.924358,55083.47,989746.5941,-0.055482924,0.003078359,-204.6222413,0
41.47,57.65,37.61,12.82299107,10.5568698,11.87593786,1.036077417,0.258974272,0.049352697,3.952665252,2.741143018,2.637998731,5.075434291,4.96849307,4.836825597,69,47,56,55080.52,989693.59,-0.055482924,0.003078359,-204.3081701,55093.05,989918.728,-0.055482924,0.003078359,-204.8914751,55098.21,990011.4434,-0.055482924,0.003078359,-204.8106746,0
37.66,57.44,37.06,12.22883478,9.622182705,9.512959582,1.114668703,0.571994993,0.298889346,4.660213846,3.266600934,2.813504347,4.822823042,4.892761877,4.254681234,62,50,44,55112.08,990260.6618,-0.055482924,0.003078359,-204.8302641,55083.79,989752.3437,-0.055482924,0.003078359,-204.8310037,55077.96,989647.59,-0.055482924,0.003078359,-204.5933604,0
28.6,48.51,30.18,11.00817878,8.62031902,9.478797392,-0.504568647,0.129950739,-0.207249592,2.378583799,2.866488459,2.6919603,4.872110911,4.790693816,4.173207756,45,43,39,55110.07,990224.5455,-0.055482924,0.003078359,-204.8757948,55085.05,989774.9834,-0.055482924,0.003078359,-204.8291141,55074.21,989580.21,-0.055482924,0.003078359,-204.5125707,0
37.77,52.32,32.31,21.18766386,14.35749282,12.29121231,0.550436043,0.43145928,0.184212887,2.358040903,2.325587511,2.089342325,5.61981991,5.19085394,4.460078225,81,64,43,55080.16,989687.1202,-0.055482924,0.003078359,-204.5317881,55107.43,990177.1089,-0.055482924,0.003078359,-205.0182365,55073.05,989559.3674,-0.055482924,0.003078359,-204.4510046,0
48.41,67.91,42.49,15.12553801,9.055490047,10.98953593,0.653440962,-0.646767901,-0.932168917,3.468965783,3.89813105,3.591404766,5.24107688,4.75088138,4.620498316,76,50,51,55094.23,989939.9317,-0.055482924,0.003078359,-204.513333,55095.71,989966.5231,-0.055482924,0.003078359,-204.9080878,55083.18,989741.3832,-0.055482924,0.003078359,-204.6483032,0
21.62,38.8,25.14,22.69836117,18.07041781,14.70307451,1.3463999,0.995891643,0.817136377,3.498734503,2.619231469,2.462166827,4.910343902,4.817502352,4.734339096,82,63,56,55098.13,990010.0068,-0.055482924,0.003078359,-204.7268139,55097.85,990004.9748,-0.055482924,0.003078359,-204.9385027,55070.38,989511.3923,-0.055482924,0.003078359,-204.4475537,0
51.89,65.62,43.49,25.62299553,18.34436153,12.59007149,-0.260172957,-1.09855133,-1.146972703,2.292741223,2.639465641,3.329323223,5.51127238,4.575928557,4.296016157,87,62,47,55093.99,989935.6189,-0.055482924,0.003078359,-204.6802026,55100.75,990057.0823,-0.055482924,0.003078359,-204.9345967,55085.66,989785.9444,-0.055482924,0.003078359,-204.6248694,0
58.95,74.46,47.28,18.21558399,8.285433,8.747662545,1.49664467,1.060807409,0.093040463,5.027386879,5.462879697,2.796934505,5.083332505,4.481796372,4.368751386,90,48,40,55103.23,990101.644,-0.055482924,0.003078359,-204.7651673,55087.13,989812.357,-0.055482924,0.003078359,-204.8438251,55087.53,989819.5446,-0.055482924,0.003078359,-204.6758359,0
99.94,97.01,66.56,56.90040773,45.64263248,27.67392997,0.542515715,0.439898704,0.855666691,2.395286064,2.681965096,3.023517327,6.22875844,6.12511316,5.662466535,222,195,119,55096.36,989978.2029,-0.055482924,0.003078359,-204.7186634,55089.57,989856.1991,-0.055482924,0.003078359,-204.876168,55062.3,989366.2105,-0.055482924,0.003078359,-204.3472797,0
21.65,28.58,30.57,9.789152159,10.97012306,7.804171961,0.697742981,0.922891749,-0.260213131,2.241351244,2.964839226,2.721666071,4.444847791,4.539339537,4.258271781,35,46,34,55088.59,989838.5912,-0.055482924,0.003078359,-204.5794094,55104.23,990119.6112,-0.055482924,0.003078359,-204.9940362,55085.02,989774.4448,-0.055482924,0.003078359,-204.6068405,0
11.26,33.41,17.52,5.964260222,5.99682416,8.205461596,1.439062726,0.040749588,0.60196018,5.424168058,2.934401007,2.493534051,3.716201912,4.082678585,4.061882421,32,32,36,55103.29,990102.7221,-0.055482924,0.003078359,-204.7749432,55092.91,989916.2125,-0.055482924,0.003078359,-204.8654472,55081.97,989719.6422,-0.055482924,0.003078359,-204.5873898,0
29.94,45.49,28.45,22.90232303,14.17215227,14.76710872,0.94498706,0.70766219,0.521058924,2.611795983,2.378560058,2.251738239,5.169882725,5.113528005,4.944143596,81,57,57,55082.05,989721.0805,-0.055482924,0.003078359,-204.4834591,55109.43,990213.0451,-0.055482924,0.003078359,-205.0473434,55080.26,989688.9166,-0.055482924,0.003078359,-204.6026879,0
33.12,52.6,34.41,19.37745081,16.81844226,12.26221432,0.18649149,-0.039128368,-0.160781487,2.063181986,1.794889813,1.99927873,5.572271035,5.33981991,4.650302816,69,64,46,55125.76,990506.465,-0.055482924,0.003078359,-205.0241101,55089.09,989847.5745,-0.055482924,0.003078359,-204.8766391,55064.07,989398.0135,-0.055482924,0.003078359,-204.4390882,0
37.38,53.71,35.53,29.29156192,20.09989801,16.22803438,1.649891715,1.818740303,1.292335878,7.269336181,7.56062239,6.061088601,5.412271035,5.292271035,4.498528446,156,114,88,55088.38,989834.8181,-0.055482924,0.003078359,-204.5956956,55109.21,990209.0921,-0.055482924,0.003078359,-205.0417144,55076.77,989626.2082,-0.055482924,0.003078359,-204.522823,0
48.87,52.97,47.77,44.45506833,41.95436926,27.2986648,1.543157407,1.467684018,1.498004969,4.147670733,3.848122933,4.044477417,5.119268785,5.128737593,4.762749058,166,154,111,55098.49,990016.4746,-0.055482924,0.003078359,-204.8036454,55078.41,989655.6754,-0.055482924,0.003078359,-204.7998618,55101.83,990076.4882,-0.055482924,0.003078359,-204.8066316,0
15.1,35.98,25.2,14.44333756,11.68501605,11.44027972,1.044517173,0.818062696,0.659281027,2.664538097,2.757617105,2.487769455,4.637111352,4.810275376,4.538602622,47,46,45,55086.82,989806.7886,-0.055482924,0.003078359,-204.4592018,55101.91,990077.9252,-0.055482924,0.003078359,-204.9627698,55090.18,989867.1598,-0.055482924,0.003078359,-204.7065467,0
25.75,47.55,30.44,17.98130974,13.89847114,14.36963465,0.55101184,0.730224308,0.188913862,2.231148074,2.850135521,2.082674057,5.119659786,5.033528005,5.071692471,66,64,58,55103.83,990112.4255,-0.055482924,0.003078359,-204.6986487,55087.67,989822.0598,-0.055482924,0.003078359,-204.8867722,55074.06,989577.5145,-0.055482924,0.003078359,-204.5348791,0
14.04,38.29,24.08,9.816231456,6.395772041,8.861918528,0.410282931,0.318843898,0.190458839,1.850762667,2.264479858,2.28601015,4.627928153,4.039468592,4.360079876,34,24,38,55088.68,989840.209,-0.055482924,0.003078359,-204.500108,55093.67,989929.8684,-0.055482924,0.003078359,-204.8870184,55094.74,989949.0943,-0.055482924,0.003078359,-204.7648522,0
13.95,39.35,22.32,13.50361063,9.227540301,9.643526326,2.743551166,1.247422372,0.872466421,11.1705356,6.186627555,4.325876678,4.027349589,4.397256279,4.052217568,78,56,53,55095.91,989970.1178,-0.055482924,0.003078359,-204.6615442,55105.25,990137.9386,-0.055482924,0.003078359,-204.9967501,55090.77,989877.7615,-0.055482924,0.003078359,-204.656629,0
80.24,81.27,55.49,52.53762842,33.6623989,24.23695319,0.884288199,0.736870114,0.884443243,2.461087766,2.613045535,2.955081877,5.841209565,5.926111815,5.471014065,186,137,106,55091.11,989883.8707,-0.055482924,0.003078359,-204.6420587,55096.51,989980.8975,-0.055482924,0.003078359,-204.9266822,55071.47,989530.9776,-0.055482924,0.003078359,-204.463153,0
27.99,50.02,30.86,14.56742599,14.19646435,11.98834434,0.361762843,0.312373588,0.359127226,2.232438503,2.017171996,2.255414116,5.298171939,5.209882725,4.829736247,59,58,48,55099.63,990036.9591,-0.055482924,0.003078359,-204.6661836,55089.19,989849.3713,-0.055482924,0.003078359,-204.8725546,55085.28,989779.1161,-0.055482924,0.003078359,-204.6903104,0
12.57,38.12,20.84,6.690672612,5.618327153,7.757215995,1.165831102,-0.692349581,0.392016631,4.571351918,2.998663321,2.050647337,4.105075435,4.184890527,3.620134755,35,26,27,55101.28,990066.6064,-0.055482924,0.003078359,-204.7019601,55096.53,989981.257,-0.055482924,0.003078359,-204.9148068,55075.92,989610.9356,-0.055482924,0.003078359,-204.4774344,0
